i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,i13,i14,i15,i16,i17,i18,i19,i20,i21,i22,i23,i24,i25,i26,i27,i28,i29,i30,i31,i32,i33,i34,i35,i36,i37,i38,i39,i40,i41,i42,i43,i44,i45,i46,i47,i48,i49,i50,i51,i52,i53,i54,i55,i56,i57,i58,i59,i60,i61,i62,i63,i64,i65,i66,i67,Recid,o1,o2,o3
4,NA,0,5,5,NA,4,0,0,0,0,0,0,0,4,3,5,NA,NA,2,NA,0,0,0,NA,NA,NA,NA,5,4,4,3,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3998,NA,NA,2
3,NA,1,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,0,NA,0,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,1,1,5,5,NA,NA,NA,NA,0,3,3,0,0,0,0,NA,NA,3999,NA,NA,2
3,NA,0,2,1,NA,2,0,0,NA,0,NA,0,0,1,3,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,4,NA,5,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,NA,NA,2
NA,NA,NA,NA,2,NA,NA,0,0,0,0,0,NA,0,NA,2,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,2,NA,4,NA,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,4001,NA,NA,2
3,NA,1,1,1,1,1,1,0,0,0,0,0,4,0,1,NA,0,0,1,NA,0,0,0,NA,NA,NA,NA,4,3,4,4,NA,NA,0,0,2,NA,NA,NA,1,1,0,0,NA,1,3,NA,NA,NA,NA,2,5,4,NA,1,1,NA,NA,4,0,0,0,0,0,NA,NA,4002,NA,NA,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,7,NA,NA,1,1,2,5,5,NA,1,1,NA,0,4,2,0,0,0,0,NA,NA,4003,NA,NA,2
NA,NA,0,3,NA,NA,4,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,4,4,4,4,NA,0,0,0,0,0,NA,NA,NA,1,NA,0,0,2,2,NA,NA,0,1,2,6,NA,NA,1,1,NA,0,3,NA,3,NA,4,0,NA,NA,4004,NA,NA,2
3,NA,NA,0,2,1,NA,NA,0,NA,0,1,0,4,0,0,2,0,NA,0,2,0,0,0,NA,NA,NA,NA,5,5,4,4,NA,NA,4,4,0,0,NA,NA,1,1,0,0,NA,1,3,NA,NA,NA,1,1,5,NA,NA,1,1,NA,0,4,NA,0,NA,0,0,NA,NA,4005,NA,NA,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,4,2,3,NA,NA,NA,NA,1,5,4,NA,1,0,NA,0,4,0,0,0,0,4,NA,NA,4006,NA,NA,2
NA,NA,1,NA,NA,NA,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,5,4,4,3,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,1,1,NA,NA,0,NA,NA,5,NA,0,1,NA,NA,0,4,NA,0,NA,0,NA,NA,NA,4007,NA,NA,2
2,NA,0,3,1,1,5,1,0,NA,0,1,0,0,1,1,3,0,0,2,2,0,0,0,NA,NA,NA,NA,5,4,4,4,3,0,4,0,0,0,NA,NA,1,0,0,0,NA,1,3,NA,NA,NA,NA,2,5,4,NA,1,1,NA,0,5,0,0,0,0,0,NA,NA,4008,NA,NA,2
NA,NA,NA,NA,1,1,NA,0,0,NA,0,NA,0,2,NA,0,0,0,2,0,0,0,0,0,NA,NA,NA,NA,4,4,3,NA,0,0,3,0,0,0,NA,NA,NA,1,0,1,0,5,3,NA,NA,0,1,1,5,4,0,0,0,0,0,5,0,0,0,1,0,NA,NA,4009,NA,NA,2
NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,6,5,5,4,2,0,2,0,0,0,NA,NA,0,0,0,0,NA,3,3,NA,NA,2,1,1,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,3,1,NA,NA,4010,NA,NA,2
NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4011,NA,NA,2
2,NA,0,3,3,1,2,2,0,NA,0,NA,0,0,1,1,1,0,0,0,1,0,0,0,NA,NA,NA,NA,4,3,4,0,1,0,0,0,0,0,NA,NA,1,1,0,NA,0,1,NA,NA,NA,NA,NA,2,5,4,NA,0,0,NA,NA,4,0,0,0,0,0,NA,NA,4012,NA,NA,2
NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,3,0,0,0,1,2,0,0,0,NA,NA,NA,NA,6,4,5,4,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,1,2,NA,NA,0,1,NA,5,4,NA,1,0,0,0,5,0,0,0,0,0,NA,NA,4013,NA,NA,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,3,3,NA,NA,1,NA,2,6,5,NA,NA,0,NA,0,4,3,2,0,0,0,NA,NA,4014,NA,NA,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,4,4,5,0,0,0,1,0,0,0,NA,NA,1,1,0,0,NA,1,4,0,0,2,0,1,5,4,1,1,1,0,0,3,0,0,0,2,0,NA,NA,4015,NA,NA,2
NA,NA,1,4,5,3,3,2,0,0,0,0,1,2,3,5,4,0,0,3,2,0,0,0,1,NA,1,NA,4,3,4,0,0,0,NA,0,NA,0,NA,NA,NA,2,NA,NA,2,3,NA,0,0,NA,NA,NA,6,NA,NA,1,NA,NA,NA,3,NA,2,NA,0,NA,NA,NA,4016,NA,NA,2
NA,NA,0,4,5,3,3,2,0,NA,0,NA,0,2,1,5,4,0,3,0,2,0,0,0,0,0,1,0,4,4,4,4,0,0,0,0,0,0,NA,NA,2,1,0,NA,2,2,0,0,0,0,2,2,6,5,NA,1,0,NA,0,2,2,4,0,0,0,NA,NA,4017,NA,NA,2
NA,NA,0,3,4,2,3,1,0,0,0,0,0,0,2,0,0,0,NA,NA,2,0,0,0,NA,1,NA,NA,4,4,5,4,NA,NA,NA,NA,NA,0,NA,NA,1,1,0,0,1,3,3,0,0,NA,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,4018,NA,NA,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,NA,2,NA,0,0,0,0,2,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,4019,NA,NA,2
NA,NA,NA,NA,NA,3,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,NA,2,0,4,4,4,3,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,3,NA,0,3,0,2,6,NA,1,1,1,1,0,3,NA,2,NA,0,0,NA,NA,4020,NA,NA,2
NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,2,NA,0,NA,NA,1,1,0,NA,NA,3,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4021,NA,NA,2
NA,NA,NA,NA,3,NA,NA,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,1,4,4,4,4,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA,3,2,0,0,NA,0,1,5,5,NA,1,0,NA,0,5,2,0,0,4,0,NA,NA,4022,NA,NA,2
NA,NA,1,2,NA,2,2,NA,NA,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,4,4,4,0,NA,0,NA,NA,NA,0,NA,NA,0,1,0,NA,3,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4023,NA,NA,2
NA,NA,0,2,NA,2,2,NA,NA,0,NA,0,0,NA,0,NA,0,0,3,NA,NA,0,0,0,NA,NA,NA,NA,4,4,4,0,NA,0,NA,0,0,0,NA,NA,1,1,0,0,NA,3,0,0,0,1,0,NA,5,5,NA,1,1,NA,NA,4,4,0,0,0,NA,NA,NA,4024,NA,NA,2
3,NA,1,2,4,1,2,2,0,0,0,0,0,0,0,2,0,0,3,3,NA,0,0,0,0,1,NA,NA,4,4,4,0,0,0,0,0,0,0,NA,NA,1,0,0,0,3,3,0,0,0,2,0,2,5,4,NA,1,1,1,1,4,0,0,0,0,0,NA,NA,4025,NA,NA,2
NA,NA,0,3,4,3,2,2,0,NA,0,NA,0,2,2,4,5,0,2,1,3,0,0,0,1,1,1,1,5,3,3,0,1,2,2,0,0,0,NA,NA,2,2,0,1,2,2,4,0,0,2,0,2,6,6,NA,1,1,1,0,3,3,2,3,0,0,NA,NA,4026,NA,NA,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,0,0,0,0,4,4,4,4,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4027,NA,NA,2
NA,NA,0,3,4,1,3,3,0,NA,0,0,0,2,1,2,0,0,2,0,0,0,0,0,2,2,4,2,4,4,4,3,0,0,1,0,0,0,NA,NA,1,1,NA,0,0,2,3,0,0,2,0,0,5,5,0,0,1,1,0,5,3,0,0,1,0,NA,NA,4028,NA,NA,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,NA,NA,4,4,4,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4029,NA,NA,2
NA,NA,NA,NA,NA,2,NA,NA,NA,0,NA,0,NA,NA,NA,NA,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,0,NA,NA,3,0,NA,0,NA,NA,1,1,0,0,NA,2,3,0,0,NA,NA,0,5,5,NA,NA,1,NA,0,NA,4,NA,0,NA,0,NA,NA,4030,NA,NA,2
NA,NA,1,2,3,NA,1,0,0,NA,0,1,0,0,2,3,NA,NA,NA,0,2,0,0,0,0,1,0,1,4,4,4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4031,NA,NA,2
NA,NA,NA,NA,NA,2,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,2,NA,NA,0,0,0,NA,NA,2,NA,0,0,0,2,0,0,0,1,1,1,5,4,NA,1,0,1,0,3,0,0,0,2,0,NA,NA,4032,NA,NA,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,3,0,3,0,0,2,0,0,5,6,0,0,1,0,0,5,3,0,1,0,0,NA,NA,4033,NA,NA,2
NA,NA,0,2,4,4,4,2,0,0,0,0,0,0,0,2,2,0,NA,0,NA,0,0,0,0,0,0,0,4,3,4,3,NA,NA,NA,0,1,1,NA,NA,1,0,0,0,NA,3,0,0,0,NA,0,2,5,5,NA,0,0,1,0,4,2,0,0,0,0,NA,NA,4034,NA,NA,2
NA,NA,NA,NA,2,0,NA,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,NA,3,NA,0,NA,0,NA,0,NA,NA,2,2,0,1,NA,0,0,0,0,3,0,2,5,5,1,0,0,0,0,3,3,0,0,0,0,NA,NA,4035,NA,NA,2
NA,NA,0,5,NA,4,4,NA,0,0,0,0,0,NA,0,NA,0,0,0,2,2,0,0,0,0,2,NA,3,4,4,5,3,2,0,5,0,0,0,NA,NA,NA,2,NA,0,4,3,3,0,0,NA,0,2,5,4,NA,1,1,1,0,4,0,0,0,0,0,NA,NA,4036,NA,NA,2
NA,NA,NA,NA,3,2,NA,1,0,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,NA,3,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,4037,NA,NA,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,3,2,0,0,1,0,2,6,4,2,0,1,0,0,2,0,4,0,0,0,NA,NA,4038,NA,NA,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,3,0,0,3,2,2,6,5,3,1,0,NA,NA,2,3,3,0,0,0,NA,NA,4039,NA,NA,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,NA,3,NA,0,NA,1,0,1,5,4,0,0,NA,1,0,4,0,0,0,0,0,NA,NA,4040,NA,NA,2
NA,NA,NA,NA,NA,4,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,1,1,0,0,0,0,0,0,0,NA,4,4,4,0,0,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4041,NA,NA,2
NA,NA,NA,NA,NA,3,NA,NA,NA,0,NA,0,NA,NA,NA,NA,2,0,3,0,0,0,0,0,0,3,0,4,5,4,5,4,0,0,1,0,0,0,NA,NA,NA,2,0,0,0,3,4,0,0,1,0,1,5,5,NA,1,1,0,0,4,4,0,0,0,0,NA,NA,4042,NA,NA,2
NA,NA,0,3,3,2,3,1,0,NA,0,0,0,0,0,0,3,0,NA,3,2,0,0,0,NA,0,NA,NA,4,3,5,4,NA,NA,NA,NA,NA,0,NA,NA,1,2,0,NA,1,3,4,0,0,NA,0,NA,5,NA,NA,1,NA,NA,NA,4,NA,0,NA,0,NA,NA,NA,4043,NA,NA,2
NA,NA,1,4,4,4,3,NA,0,NA,0,NA,0,0,1,0,0,0,2,0,0,0,0,0,2,3,3,4,3,4,4,2,0,0,0,0,0,0,NA,NA,1,0,0,NA,3,2,4,0,0,4,0,0,6,4,2,1,1,0,0,2,0,3,0,0,0,NA,NA,4044,NA,NA,2
NA,NA,0,5,5,5,3,NA,0,NA,0,NA,NA,0,NA,3,0,0,0,0,0,0,0,0,NA,3,0,0,3,4,4,2,0,2,2,0,0,0,NA,NA,1,1,0,NA,4,3,2,0,0,3,0,0,6,4,0,1,1,0,0,3,0,2,0,0,0,NA,NA,4045,NA,NA,2
NA,NA,NA,NA,5,4,NA,NA,0,NA,0,NA,NA,0,NA,2,0,0,4,0,2,0,0,0,3,3,0,0,4,3,4,3,0,0,2,0,1,0,NA,NA,NA,2,NA,NA,NA,3,3,1,0,1,0,2,6,4,0,0,0,0,1,3,0,2,0,0,0,NA,NA,4046,NA,NA,2
NA,NA,NA,NA,5,NA,NA,NA,0,NA,0,NA,NA,0,NA,4,NA,NA,NA,0,2,0,0,0,1,3,0,0,5,4,3,2,0,0,1,0,0,0,NA,NA,NA,1,NA,NA,NA,3,2,0,0,2,NA,NA,5,4,0,1,0,0,0,3,0,0,0,0,0,NA,NA,4047,NA,NA,2
NA,NA,NA,NA,3,NA,NA,NA,0,NA,0,NA,NA,0,NA,2,NA,NA,NA,NA,2,0,0,0,NA,2,1,1,NA,4,NA,2,NA,0,NA,NA,NA,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,5,5,0,3,0,0,0,3,3,0,0,0,0,NA,NA,4048,NA,NA,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,0,0,0,0,0,0,NA,NA,2,2,0,0,NA,3,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4049,NA,NA,2
NA,NA,NA,NA,4,4,NA,1,0,NA,0,NA,NA,0,NA,0,5,0,4,2,2,0,0,0,0,1,1,1,4,4,4,5,0,0,4,0,0,0,NA,NA,NA,NA,0,0,NA,0,3,0,0,2,0,2,5,4,0,0,0,0,0,3,0,NA,NA,0,0,NA,NA,4050,NA,NA,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,3,0,NA,5,NA,0,0,NA,1,NA,4,NA,0,NA,1,NA,NA,NA,4051,NA,NA,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,5,3,0,0,NA,NA,2,5,5,NA,0,0,NA,0,4,4,0,0,0,0,NA,NA,4052,NA,NA,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,4,4,3,0,0,0,0,0,5,5,NA,1,0,0,0,3,3,0,0,0,0,NA,NA,4053,NA,NA,2
NA,NA,0,3,3,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,5,4,5,0,0,0,0,0,0,0,NA,NA,NA,1,NA,0,0,1,0,0,0,0,1,0,5,4,NA,0,1,0,0,3,0,0,0,0,0,NA,NA,4054,NA,NA,2
1,0,1,5,5,3,1,0,0,NA,0,NA,0,2,4,0,4,0,0,0,0,0,0,0,NA,NA,NA,NA,5,NA,5,NA,0,NA,1,NA,0,NA,NA,NA,2,2,0,NA,0,4,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4055,NA,NA,2
3,0,0,3,7,3,0,0,0,NA,0,NA,0,0,2,NA,3,0,0,0,NA,0,0,NA,NA,NA,NA,NA,5,5,5,5,0,0,0,0,0,0,NA,NA,NA,2,0,NA,0,0,4,0,0,0,0,2,5,4,1,0,0,0,0,3,0,0,0,0,0,NA,NA,4056,NA,NA,2
NA,NA,0,4,4,4,0,0,0,NA,0,NA,0,0,0,0,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,2,0,0,0,1,1,4,4,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,4057,NA,NA,2
NA,NA,0,3,3,3,3,0,0,NA,0,NA,2,0,1,2,4,0,2,0,0,0,0,0,NA,NA,NA,NA,5,5,5,5,0,0,0,0,0,0,NA,NA,0,1,0,NA,0,NA,0,NA,0,1,0,0,6,5,0,0,0,0,0,3,3,1,0,0,0,NA,NA,4058,NA,NA,2
NA,NA,0,NA,3,3,0,0,0,NA,0,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,5,4,5,4,0,0,1,0,0,0,NA,NA,1,0,0,NA,0,1,NA,0,0,0,1,1,5,4,0,0,1,0,0,3,0,0,0,0,0,NA,NA,4059,NA,NA,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,5,4,5,4,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,5,5,2,0,1,0,0,3,2,0,0,0,0,NA,NA,4060,NA,NA,2
NA,NA,0,3,3,NA,1,0,0,NA,0,NA,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,3,0,2,5,4,NA,0,0,1,1,3,0,0,0,0,0,NA,NA,4061,NA,NA,2
NA,NA,0,3,5,4,2,0,1,NA,0,NA,0,0,4,0,5,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,0,0,0,0,0,2,NA,NA,5,NA,0,0,NA,NA,NA,3,NA,0,NA,0,NA,NA,NA,4062,NA,NA,2
NA,NA,0,3,NA,3,0,NA,1,NA,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,0,0,0,0,0,0,0,NA,NA,1,1,0,0,0,1,0,0,0,NA,0,1,5,4,NA,0,0,NA,0,4,0,0,0,0,0,NA,NA,4063,NA,NA,2
NA,NA,0,4,4,3,0,0,0,NA,0,NA,0,0,2,NA,3,NA,2,0,0,0,0,0,NA,NA,NA,NA,5,4,5,3,0,0,NA,0,0,0,NA,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,5,4,NA,1,NA,NA,NA,4,0,0,0,0,0,NA,NA,4064,NA,NA,2
NA,NA,NA,NA,7,NA,NA,0,1,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,4,NA,3,NA,0,NA,0,NA,0,NA,NA,0,1,0,0,1,0,2,0,0,NA,0,2,5,4,NA,0,0,NA,0,4,0,0,0,0,0,NA,NA,4065,NA,NA,2
3,NA,0,4,5,4,0,0,0,0,0,0,0,0,3,3,1,0,3,0,0,0,0,0,NA,NA,NA,NA,4,4,5,4,2,0,0,0,0,0,NA,NA,3,2,0,0,2,0,2,0,0,0,1,1,5,5,0,0,0,0,0,3,2,0,0,0,0,NA,NA,4066,NA,NA,2
1,0,0,3,6,NA,0,0,0,1,0,0,0,0,2,0,3,NA,NA,0,0,0,0,0,NA,NA,NA,NA,5,4,5,0,0,0,0,0,0,0,NA,NA,1,1,0,0,0,0,2,0,0,0,0,0,5,4,NA,0,0,0,0,3,0,0,0,0,0,NA,NA,4067,NA,NA,2
1,NA,0,NA,NA,NA,1,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,4,4,5,5,0,0,0,0,0,0,NA,NA,1,1,0,0,0,0,0,0,0,NA,NA,2,NA,4,NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,NA,4068,NA,NA,2
NA,NA,NA,NA,NA,4,NA,NA,NA,0,NA,0,NA,NA,NA,NA,4,NA,2,0,0,0,0,0,NA,NA,NA,NA,5,4,5,4,0,0,NA,0,0,4,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,0,5,5,NA,0,0,NA,0,3,2,0,0,3,0,NA,NA,4069,NA,NA,2
3,NA,0,4,5,NA,0,5,0,NA,0,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,5,4,4,0,0,0,0,0,0,0,NA,NA,NA,1,NA,1,2,0,0,0,0,NA,NA,0,5,4,NA,0,0,NA,0,3,0,0,0,0,0,NA,NA,4070,NA,NA,2
NA,NA,NA,NA,3,3,NA,0,0,NA,0,NA,NA,0,NA,4,2,NA,NA,0,0,0,0,0,NA,NA,NA,NA,4,5,5,4,0,0,0,0,0,0,NA,NA,1,1,0,NA,NA,0,0,0,0,0,2,2,5,3,NA,0,1,0,0,3,3,0,0,0,0,NA,NA,4071,NA,NA,2
NA,NA,0,4,NA,3,2,NA,1,0,0,0,0,NA,2,NA,4,0,1,0,0,0,0,0,NA,NA,NA,NA,5,4,5,5,0,0,0,0,0,0,NA,NA,0,1,0,0,0,0,0,0,0,0,1,1,5,5,0,1,1,0,0,3,3,0,0,0,0,NA,NA,4072,NA,NA,2
NA,NA,0,3,3,1,2,1,0,0,0,0,2,3,NA,2,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,3,NA,2,NA,0,NA,0,NA,NA,NA,NA,2,2,0,0,NA,3,NA,1,0,NA,0,0,5,4,NA,1,0,NA,0,4,0,NA,0,3,0,NA,NA,4073,NA,NA,2
NA,NA,NA,NA,NA,2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,4,0,2,NA,0,NA,NA,0,NA,NA,0,0,4,4,4,3,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4074,NA,NA,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2,0,2,6,5,0,1,1,0,0,3,3,4,0,0,0,NA,NA,4075,NA,NA,2
